rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
1288	1	1	1	0.08760892547332455	-56.06642168457769	N/A	128.35591004264163	C13H18O	[M + H]+	NFSGEQZSEHLTPV	InChI=1S/C13H18O/c1-9(2)10(3)11-6-12(14)8-13(4,5)7-11/h6H,1,3,7-8H2,2,4-5H3	null	CC(=C)C(=C)C1=CC(=O)CC(C1)(C)C	3.70000005	10511895	PubChem:(10511895)	2	191.14308361689118	258.283278	5179_cdhrc_dbgi_alc_pos_sirius_465
1289	1	1	2	0.0875303300518324	-95.63629057063055	N/A	92.45057431089987	C9H12O3	[M + H]+	CZALQFLOQQJYLE	InChI=1S/C9H12O3/c1-10-9-6-4-3-5-8(9)7-12-11-2/h3-6H,7H2,1-2H3	null	COC1=CC=CC=C1COOC	1.95040882	57763354	PubChem:(57763354)	2	169.08612135280347	231.346122	2580_cdhrc_dbgi_alc_pos_sirius_1272
1290	1	1	1	0.08732017613742156	-139.1172325664172	N/A	67.28739711469751	C15H22N2O3	[M + H]+	AEDMMMJZVBDSIA	InChI=1S/C15H22N2O3/c1-4-6-14(18)16-11-8-9-12(13(10-11)20-3)17-15(19)7-5-2/h8-10H,4-7H2,1-3H3,(H,16,18)(H,17,19)	null	CCCC(=O)NC1=CC(=C(C=C1)NC(=O)CCC)OC	2.86570525	53622066	PubChem:(53622066)	2	279.1700134277344	138.935688	1840_cdhrc_dbgi_alc_pos_sirius_5887
1291	4	1	7	0.08730808330388336	-150.13855134350325	N/A	12.602259126416042	C35H52O11	[M + H]+	XFZQCCONUDJVNN	InChI=1S/C35H52O11/c1-19(36)43-27-17-25-26(40)16-24-23(32(25,7)18-28(27)44-20(2)37)10-14-33(8)29(11-15-35(24,33)42)34(9,41)30(45-21(3)38)12-13-31(5,6)46-22(4)39/h16,23,25,27-30,41-42H,10-15,17-18H2,1-9H3	[(2S,3R,5R,9R,10R,13R,14S,17S)-2-acetyloxy-17-[(2R,3R)-3,6-diacetyloxy-2-hydroxy-6-methylheptan-2-yl]-14-hydroxy-10,13-dimethyl-6-oxo-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-yl] acetate	CC(=O)OC1CC2C(=O)C=C3C(C2(CC1OC(=O)C)C)CCC4(C3(CCC4C(C)(C(CCC(C)(C)OC(=O)C)OC(=O)C)O)O)C	2.79999995	14284308	COCONUT:(CNP0172714);Natural Products:(UNPD83938);PubChem:(14284308);SuperNatural:(SN00234625);PubMed	3178562	649.3558634783758	592.1205600000001	1063_cdhrc_dbgi_alc_pos_sirius_3030
1292	1	1	4	0.08719775244529104	-107.08576691085246	N/A	42.81014780208034	C9H15N3O2	[M + K]+	VJLGBDSSZTYFBF	InChI=1S/C9H15N3O2/c1-12(2)4-3-7-6-10-8(11-7)5-9(13)14/h6H,3-5H2,1-2H3,(H,10,11)(H,13,14)	null	CN(C)CCC1=CN=C(N1)CC(=O)O	-2.4000001	83847788	PubChem:(83847788)	2	236.07952880859375	34.8231558	5555_cdhrc_dbgi_alc_pos_sirius_3762
1293	3	1	7	0.08716733295526281	-166.6342077535669	N/A	54.92753350830078	C19H22N6O4	[M + H]+	SZVMXXJAVJHRNT	InChI=1S/C19H22N6O4/c1-22-17-16(18(27)23(2)19(22)28)25(12-20-17)11-15(26)21-13-3-5-14(6-4-13)24-7-9-29-10-8-24/h3-6,12H,7-11H2,1-2H3,(H,21,26)	Oprea1_336226	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)NC3=CC=C(C=C3)N4CCOCC4	0.514128208	4102461	PubChem:(4102461);PubMed	66	399.1764389430973	142.48377	2253_cdhrc_dbgi_alc_pos_sirius_989
1294	6	1	9	0.08708646768538678	-319.7884966286023	N/A	3.9515647308095616	C28H28N4O6S	[M + K]+	AOQSLEUKMPMSQC	InChI=1S/C28H28N4O6S/c29-26(34)20-15-17-31(18-16-20)25(33)19-30-27(35)21-11-13-24(14-12-21)39(37,38)32(23-9-5-2-6-10-23)28(36)22-7-3-1-4-8-22/h1-14,20H,15-19H2,(H2,29,34)(H,30,35)	null	C1CN(CCC1C(=O)N)C(=O)CNC(=O)C2=CC=C(C=C2)S(=O)(=O)N(C3=CC=CC=C3)C(=O)C4=CC=CC=C4	2.20000005	68577721	PubChem:(68577721)	2	587.1368627856783	176.283816	6088_cdhrc_dbgi_alc_pos_sirius_6468
1295	1	1	1	0.08678465150014002	-106.78581605514161	N/A	22.13056397772325	C21H41NO2	[M + H]+	BMGPYWJNOIMZNC	InChI=1S/C21H41NO2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(2)20-21(23)24/h10-11H,3-9,12-20H2,1-2H3,(H,23,24)	Glycine, N-methyl-N-9-octadecenyl-	CCCCCCCCC=CCCCCCCCCN(C)CC(=O)O	5.5	103982;6437029;6912913	PubChem:(103982 6437029 6912913)	2	340.3203736930628	462.13509600000003	610_cdhrc_dbgi_alc_pos_sirius_4792
1296	4	1	6	0.08671087012378001	-154.35204951995638	N/A	25.62784651866643	C15H16O7	[M + H]+	YDQOJARTFMWLMH	InChI=1S/C15H16O7/c1-7-12(17)13(18)14(19)15(20-7)21-9-4-2-8-3-5-11(16)22-10(8)6-9/h2-7,12-15,17-19H,1H3	null	CC1C(C(C(C(O1)OC2=CC3=C(C=C2)C=CC(=O)O3)O)O)O	0.746023536	88414804	PubChem:(88414804)	2	309.09654525229433	219.50152799999998	1870_cdhrc_dbgi_alc_pos_sirius_6153
1297	3	1	10	0.08669098114745952	-148.63752537289056	N/A	54.02144199186829	C19H21N5O4	[M + Na]+	CMEGYPSPXKROHB	InChI=1S/C19H21N5O4/c1-11-12(2)24(10-22-11)19-20-8-14(9-21-19)23-18(25)13-6-15(26-3)17(28-5)16(7-13)27-4/h6-10H,1-5H3,(H,23,25)	null	CC1=C(N(C=N1)C2=NC=C(C=N2)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC)C	1.79999995	121112688	PubChem:(121112688)	2	406.14938161578647	302.72845800000005	898_cdhrc_dbgi_alc_pos_sirius_4712
1298	8	1	10	0.0866439483982113	-391.5716815132223	N/A	31.86592020801006	C23H41NO17	[M + K]+	SCYXRMNLBCZAGR	InChI=1S/C23H41NO17/c1-6-18(39-22-15(33)12(30)11(29)9(4-26)37-22)13(31)16(34)21(36-6)41-20-10(5-27)38-23(17(35)14(20)32)40-19-7(3-25)24-2-8(19)28/h6-35H,2-5H2,1H3	(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-6-[(2R,3S,4R,5R,6S)-4,5-dihydroxy-6-[(2R,3R,4R)-4-hydroxy-2-(hydroxymethyl)pyrrolidin-3-yl]oxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-methyloxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(CNC3CO)O)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O	-7.0999999	11578009;11664403;17751851	PubChem:(11578009 11664403 17751851)	2	642.2032319866594	177.54783	1565_cdhrc_dbgi_alc_pos_sirius_5533
1299	5	1	10	0.08662920508356016	-263.86642294154655	N/A	39.14924818468773	C40H80O14	[M + K]+	YCAFYNVGNUIARX	InChI=1S/C40H80O14/c41-17-9-1-5-13-21-47-33-37-38(34-48-22-14-6-2-10-18-42)52-30-26-46-28-32-54-40(36-50-24-16-8-4-12-20-44)39(53-31-27-45-25-29-51-37)35-49-23-15-7-3-11-19-43/h37-44H,1-36H2	null	C1COC(C(OCCOCCOC(C(OCCO1)COCCCCCCO)COCCCCCCO)COCCCCCCO)COCCCCCCO	1.79999995	101767097	PubChem:(101767097)	2	823.5174674459422	640.0958400000001	3_cdhrc_dbgi_alc_pos_sirius_4901
1300	1	1	10	0.08599928959939668	-164.91890739998402	N/A	91.88819015327539	C16H25NO11	[M + H]+	BERYKODBUCZNMG	InChI=1S/C16H25NO11/c1-2-3-8(19)17-4-6-9(20)11(22)13(24)15(26-6)28-16-14(25)12(23)10(21)7(5-18)27-16/h1,6-7,9-16,18,20-25H,3-5H2,(H,17,19)	null	C#CCC(=O)NCC1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O	-4.0	134335137	PubChem:(134335137)	2	408.1502102699478	106.47876	4140_cdhrc_dbgi_alc_pos_sirius_30
1301	1	1	10	0.08584083946722795	-127.286098601203	N/A	104.7966943287451	C40H74NO10P	[M + H]+	LNDXHOFZTXDALI	InChI=1S/C40H74NO10P/c1-3-5-7-9-11-13-15-16-17-18-19-20-22-23-25-27-29-31-38(42)48-33-36(34-49-52(46,47)50-35-37(41)40(44)45)51-39(43)32-30-28-26-24-21-14-12-10-8-6-4-2/h11,13,16-17,36-37H,3-10,12,14-15,18-35,41H2,1-2H3,(H,44,45)(H,46,47)	1-(11Z,14Z-eicosadienoyl)-2-tetradecanoyl-glycero-3-phosphoserine	CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(C(=O)O)N	9.39999962	52925670;134747248	HMDB:(112567);PubChem:(52925670 134747248);PubChem class - bio and metabolites	16777226	760.5136413574219	618.93702	4475_cdhrc_dbgi_alc_pos_sirius_4106
1302	1	1	2	0.08564913728311399	-106.7646137417536	N/A	162.54566931511363	C12H18O4	[M + H]+	ZCXMWJAIIFNVBN	InChI=1S/C12H18O4/c13-11(14)7-6-10(8-12(15)16)9-4-2-1-3-5-9/h1-8H2,(H,13,14)(H,15,16)	null	C1CCC(=C(CCC(=O)O)CC(=O)O)CC1	2.0	69779855	PubChem:(69779855)	2	227.12789072188133	190.343076	287_cdhrc_dbgi_alc_pos_sirius_4849
1303	1	1	1	0.08550300071038996	-14.724403751749168	N/A	18.057968246129256	C12H22O11	[M + Na]+	QIGJYVCQYDKYDW	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2	Nigerose	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O	-4.19999981	129887;439512;439637;440240;4195243;5287770;5288340;5288768;9798107;9798108;9819401;9840966;9967861;11013287;15560009;15560010;15560011;15560014;15560016;16219440;21581151;21581152;21121206;24812250;45480590;44176417;44246480;49820613;49822388;46916363;46916405;46931125;52939789;54229533;60076984;59101134;57679915;59140762;57832405;68977357;68977360;68977795;69903934;69905492;71010344;71749900;70822988;70864857;70875643;70930734;71317027;71476884;90658077;89762396;91114576;89824769;95162406;95162407;95162408;95162409;95162568;95162569;95162570;95162571;95162572;95162573;95162574;95162575;91373772;97050062;97050063;97050064;91846874;91848228;91848256;91848311;91849191;91849310;91849315;91850171;91851217;91852120;91852649;91853291;91853778;91854857;91855557;91857854;91859090;91859136;91861305;91861703;91861827;102014817;101359398;118968875;118973957;122679508;122692687;124916011;124916012;124916013;124916014;126557672;129630279;131707376;131707498;133611837;133688412;134128057;134814111;135019516;132451890	HMDB:(29882 60068);SuperNatural:(SN00334900 SN00323622 SN00251805 SN00351022 SN00382142 SN00249049 SN00326958 SN00268649 SN00384785 SN00364508 SN00285437 SN00359243 SN00237947 SN00257979 SN00372975 SN00371581 SN00311516 SN00267586);ZINC bio:(ZINC04095663 ZINC04095664 ZINC04095786 ZINC04095787 ZINC04544899 ZINC04544901 ZINC04544903 ZINC04544905);additional;MeSH:(129887 439512 439637 15560009 15560011 16219440 44246480 97050062 129630279 134128057);Plantcyc:(3-BETA-D-GLUCOSYLGLUCOSE);PubMed;COCONUT:(CNP0217324);KNApSAcK:(1137);Natural Products:(UNPD6272 UNPD57513 UNPD52362 UNPD70960 UNPD134344 UNPD150832 UNPD89720 UNPD208792 UNPD58592 UNPD140653 UNPD166455 UNPD57476 UNPD106821 UNPD195260 UNPD195361 UNPD208852 UNPD32928 UNPD169705 UNPD115297 UNPD94733 UNPD87759);PubChem:(129887 439512 439637 440240 4195243 5287770 5288340 5288768 9798107 9798108 9819401 9840966 9967861 11013287 15560009 15560010 15560011 15560014 15560016 16219440 21581151 21581152 21121206 24812250 45480590 44176417 44246480 49820613 49822388 46916363 46916405 46931125 52939789 54229533 60076984 59101134 57679915 59140762 57832405 68977357 68977360 68977795 69903934 69905492 71010344 71749900 70822988 70864857 70875643 70930734 71317027 71476884 90658077 89762396 91114576 89824769 95162406 95162407 95162408 95162409 95162568 95162569 95162570 95162571 95162572 95162573 95162574 95162575 91373772 97050062 97050063 97050064 91846874 91848228 91848256 91848311 91849191 91849310 91849315 91850171 91851217 91852120 91852649 91853291 91853778 91854857 91855557 91857854 91859090 91859136 91861305 91861703 91861827 102014817 101359398 118968875 118973957 122679508 122692687 124916011 124916012 124916013 124916014 126557672 129630279 131707376 131707498 133611837 133688412 134128057 134814111 135019516 132451890);CHEBI:(53451 61110 60180 61772 61663 53651 7570 59430 18411 144332 52996 27554 60477 52997 62330);PubChem class - bio and metabolites;KEGG:(C19773 C04147 C01518 C02048);Biocyc:(CPD-10703 CPD8J2-19 3-BETA-D-GLUCOSYLGLUCOSE CPD-12789 CPD-13557)	20621694	365.10538633978564	281.395824	368_cdhrc_dbgi_alc_pos_sirius_4992
1304	4	1	9	0.08529682056060693	-258.56737592952794	N/A	31.162922496856183	C35H53NO7	[M + K]+	MBSBPVNOWQQCEN	InChI=1S/C35H53NO7/c1-21(37)42-20-32(6)26-12-13-34(8)27(31(26,5)19-25(28(32)36-40)43-22(2)38)11-10-23-24-18-30(3,4)14-16-35(24,29(39)41-9)17-15-33(23,34)7/h10,24-27,40H,11-20H2,1-9H3	null	CC(=O)OCC1(C2CCC3(C(C2(CC(C1=NO)OC(=O)C)C)CC=C4C3(CCC5(C4CC(CC5)(C)C)C(=O)OC)C)C)C	7.0999999	16216363	PubChem:(16216363)	2	638.3444378284403	438.576174	6144_cdhrc_dbgi_alc_pos_sirius_7119
1305	2	1	3	0.08529018837978909	-229.23046613338877	N/A	34.99618720390884	C15H22N6O3	[M + K]+	ZVYDUHIDIINXAS	InChI=1S/C15H22N6O3/c1-11(22)20-7-4-19(5-8-20)6-9-21-10-16-13-12(21)14(23)18(3)15(24)17(13)2/h10H,4-9H2,1-3H3	null	CC(=O)N1CCN(CC1)CCN2C=NC3=C2C(=O)N(C(=O)N3C)C	-0.943537891	31310638	PubChem:(31310638)	2	373.13672489414824	242.511768	1576_cdhrc_dbgi_alc_pos_sirius_3708
1306	1	1	4	0.0851599955058479	-8.83136363545231	N/A	197.9101074332449	C16H32O4	[M + H]+	BOVBNBWBCCWHEP	InChI=1S/C16H32O4/c17-14-10-6-2-1-3-7-11-15(18)12-8-4-5-9-13-16(19)20/h15,17-18H,1-14H2,(H,19,20)	Hexadecanoic acid, 8,16-dihydroxy-	C(CCCCO)CCCC(CCCCCCC(=O)O)O	3.5999999	15847409	COCONUT:(CNP0107442);Natural Products:(UNPD40399);PubChem:(15847409);SuperNatural:(SN00315174);KEGG Mine	8593113090	289.2372829662207	308.033454	6244_cdhrc_dbgi_alc_pos_sirius_1780
1307	1	1	1	0.08497934811223187	-21.11386471499015	N/A	238.47023437102067	C18H32O4	[M + H]+	LKLLJYJTYPVCID	InChI=1S/C18H32O4/c1-2-16(19)17(20)14-12-10-8-6-4-3-5-7-9-11-13-15-18(21)22/h4,6,10,12,16-17,19-20H,2-3,5,7-9,11,13-15H2,1H3,(H,21,22)	ACMC-20mzee	CCC(C(CC=CCC=CCCCCCCCC(=O)O)O)O	4.0999999	11209174;16061068;18472036;45783236;52940176;51659266;54038189;51694590;51694592;51694594	HMDB:(10208);SuperNatural:(SN00034492 SN00030472 SN00219962 SN00034494 SN00034493);ZINC bio:(ZINC32821798 ZINC35466036 ZINC35466038 ZINC35466040);additional;Plantcyc:(CPD-13093);PubMed;COCONUT:(CNP0195183 CNP0275050);PubChem:(11209174 16061068 18472036 45783236 52940176 51659266 54038189 51694590 51694592 51694594);CHEBI:(88465);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-13093)	20605034	313.2373222064268	282.968226	5655_cdhrc_dbgi_alc_pos_sirius_6572
1308	1	1	3	0.08490033244647906	-162.00386429393848	N/A	23.444921063692227	C20H19N5O4	[M + H]+	QHZACCVJZKWHSC	InChI=1S/C20H19N5O4/c1-12-10-13(2)22-20(21-12)23-15-6-4-14(5-7-15)19(26)24-17-9-8-16(29-3)11-18(17)25(27)28/h4-11H,1-3H3,(H,24,26)(H,21,22,23)	null	CC1=CC(=NC(=N1)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)OC)[N+](=O)[O-])C	4.20338488	108807947	PubChem:(108807947)	2	394.14961667623237	304.828728	293_cdhrc_dbgi_alc_pos_sirius_3048
1309	1	1	1	0.0848319683261628	-101.77737788332344	N/A	57.42063556445075	C15H29NO2	[M + H]+	QCYUAYIZXXVZNJ	InChI=1S/C15H29NO2/c1-3-4-5-6-7-8-9-10-11-12-13-15(18)16-14(2)17/h3-13H2,1-2H3,(H,16,17,18)	null	CCCCCCCCCCCCC(=O)NC(=O)C	5.0	54167668	PubChem:(54167668)	2	256.22705619788394	384.624798	5930_cdhrc_dbgi_alc_pos_sirius_1817
1310	4	1	7	0.08479549936816788	-60.26635323681764	N/A	43.90784170357308	C26H49N9O7	[M + K]+	GSYKRRNEMBGUHV	InChI=1S/C26H49N9O7/c1-13(2)10-18(35-21(37)15(5)27)23(39)31-12-20(36)33-19(11-14(3)4)24(40)32-16(6)22(38)34-17(25(41)42)8-7-9-30-26(28)29/h13-19H,7-12,27H2,1-6H3,(H,31,39)(H,32,40)(H,33,36)(H,34,38)(H,35,37)(H,41,42)(H4,28,29,30)	(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-aminopropanoyl]amino]-4-methylpentanoyl]amino]acetyl]amino]-4-methylpentanoyl]amino]propanoyl]amino]-5-(diaminomethylideneamino)pentanoic acid	CC(C)CC(C(=O)NC(C)C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C)N	-3.20000005	11786736;20466390	PubChem:(11786736 20466390)	2	638.3371457037599	223.104492	1267_cdhrc_dbgi_alc_pos_sirius_7269
1311	1	1	2	0.0843524110791759	-64.33504904470458	N/A	13.54435813799205	C21H36O7	[M + Na]+	JZFDSQNXEBILJB	InChI=1S/C21H36O7/c1-11(2)12-5-7-20(3)14(9-12)21(4,26)8-6-15(20)28-19-18(25)17(24)16(23)13(10-22)27-19/h9,11,13-19,22-26H,5-8,10H2,1-4H3	null	CC(C)C1=CC2C(CC1)(C(CCC2(C)O)OC3C(C(C(C(O3)CO)O)O)O)C	0.699999988	102523031	COCONUT:(CNP0263698);Natural Products:(UNPD138875);PubChem:(102523031);SuperNatural:(SN00377693)	3178498	423.23525796455914	294.53586	2359_cdhrc_dbgi_alc_pos_sirius_5281
1312	1	1	10	0.08420094205332913	-17.341153429469816	N/A	270.32562498595286	C43H70O10	[M + Na]+	ICYUEMSNVJJVHR	InChI=1S/C43H70O10/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(46)52-36(35-51-43-42(49)41(48)40(47)37(33-44)53-43)34-50-38(45)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h5-8,11-14,17-19,21,36-37,40-44,47-49H,3-4,9-10,15-16,20,22-35H2,1-2H3	[1-[(7Z,10Z,13Z)-hexadeca-7,10,13-trienoyl]oxy-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl] (9Z,12Z,15Z)-octadeca-9,12,15-trienoate	CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC1C(C(C(C(O1)CO)O)O)O)COC(=O)CCCCCC=CCC=CCC=CCC	8.89999962	10652620;21775168	COCONUT:(CNP0103864);Natural Products:(UNPD48150);PubChem:(10652620 21775168);SuperNatural:(SN00263466)	3178498	769.4861685928279	653.0302800000001	4228_cdhrc_dbgi_alc_pos_sirius_63
1313	2	1	6	0.08414059201823375	-134.73175572676573	N/A	18.31469268199006	C10H15N2O3P	[M + Na]+	SMQKUKNRFSJFLK	InChI=1S/C10H16N2O3P/c11-7-3-1-5-9-14-16(13)15-10-6-2-4-8-12/h1-6,9-10H2/q+1	null	C(CCO[P+](=O)OCCCCC#N)CC#N	0.800000012	56993801	PubChem:(56993801)	2	265.0705490007042	146.337408	1191_cdhrc_dbgi_alc_pos_sirius_4339
1314	1	1	2	0.08406349202254002	-154.95808583307755	N/A	146.4152458744371	C29H50O5	[M + H]+	FFOICLKOOBGRKS	InChI=1S/C29H50O5/c1-7-17(26(33)34)13-16(3)20-9-10-21-24-22(14-23(31)29(20,21)6)27(4)12-11-18(30)15-28(27,5)19(8-2)25(24)32/h16-25,30-32H,7-15H2,1-6H3,(H,33,34)	null	CCC1C(C2C3CCC(C3(C(CC2C4(C1(CC(CC4)O)C)C)O)C)C(C)CC(CC)C(=O)O)O	5.69999981	134179211	PubChem:(134179211)	2	479.37271882355043	576.5755260000001	3464_cdhrc_dbgi_alc_pos_sirius_2755
1315	1	1	1	0.08403470966146254	-68.03624060008346	N/A	75.79544929587959	C9H10O2	[M + H]+	PUEIGFYBQPJIDK	InChI=1S/C9H10O2/c1-7-6-9(11)3-2-8(7)4-5-10/h4-6H,2-3H2,1H3	(2E)-2-(2-methyl-4-oxocyclohex-2-en-1-ylidene)acetaldehyde	CC1=CC(=O)CCC1=CC=O	0.0	13815162;13815163;73187924	PubChem:(13815162 13815163 73187924)	2	151.07519179025266	232.266252	4816_cdhrc_dbgi_alc_pos_sirius_1458
1316	1	1	1	0.08400792430258462	-145.8441906354197	N/A	21.122166401830967	C17H29NO2	[M + Na]+	BBBQVCMVHFUKMI	InChI=1S/C17H29NO2/c1-3-5-6-7-8-11-17(14-18)12-9-15(10-13-17)16(19)20-4-2/h15H,3-13H2,1-2H3	ethyl 4-cyano-4-heptylcyclohexane-1-carboxylate	CCCCCCCC1(CCC(CC1)C(=O)OCC)C#N	4.80000019	19979918	PubChem:(19979918)	2	302.20998168400394	267.04806599999995	2485_cdhrc_dbgi_alc_pos_sirius_4881
1317	1	1	3	0.08378786477948302	-29.814568438564255	N/A	176.85403069948353	C18H26O	[M + H]+	UBTNVRPIHJRBCI	InChI=1S/C18H26O/c1-14(8-6-10-16(3)19)11-12-17-15(2)9-7-13-18(17,4)5/h6,8,10-12H,7,9,13H2,1-5H3	13-apo-beta-carotenone	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=O)C)C	4.70023394	196568;5363697;6444123;10659303;10777772;10801408;12701247;12701250;11784285;16106587	COCONUT:(CNP0325060);PubChem:(196568 5363697 6444123 10659303 10777772 10801408 12701247 12701250 11784285 16106587);YMDB Mine;CHEBI:(53175);PubChem class - bio and metabolites;MeSH:(5363697 6444123);KEGG:(C20696);Plantcyc:(CPD-13369);PubMed;Biocyc:(CPD-21222 CPD-13369);KEGG Mine	42968680806	259.2058678687148	542.138316	3654_cdhrc_dbgi_alc_pos_sirius_122
1318	1	1	2	0.08375233783417026	-95.3120198190942	N/A	90.17402291403724	C26H46O3	[M + H]+	LYFAGPAXUDZJQW	InChI=1S/C26H46O3/c1-16(2)6-5-7-23(28)21-9-8-19-18-15-24(29)22-14-17(27)10-12-26(22,4)20(18)11-13-25(19,21)3/h16-24,27-29H,5-15H2,1-4H3	null	CC(C)CCCC(C1CCC2C1(CCC3C2CC(C4C3(CCC(C4)O)C)O)C)O	6.0999999	56846992;56846994	PubChem:(56846992 56846994)	2	407.35344500534075	669.7431	4037_cdhrc_dbgi_alc_pos_sirius_1051
1319	3	1	9	0.0829400714442634	-279.7105165360763	N/A	2.415459289558643	C23H37N9O2	[M + Na]+	PITRRPZFQRCXFU	InChI=1S/C23H37N9O2/c1-2-6-32(7-3-1)23-28-21(25-5-9-31-12-16-34-17-13-31)20-22(29-23)27-19(18-26-20)24-4-8-30-10-14-33-15-11-30/h18H,1-17H2,(H2,24,25,27,28,29)	null	C1CCN(CC1)C2=NC3=NC(=CN=C3C(=N2)NCCN4CCOCC4)NCCN5CCOCC5	1.10000002	130466468	PubChem:(130466468)	2	494.2959289550781	254.443908	3005_cdhrc_dbgi_alc_pos_sirius_3299
1320	1	1	7	0.0827390010878711	-209.36262429665962	N/A	9.112788731462134	C22H39NO11	[M + H]+	BUGZMDLMIRKFTB	InChI=1S/C22H39NO11/c1-10(2)6-7-29-18-17(32-21-19(18)33-22(4,5)34-21)12(26)9-30-20-14(23-11(3)25)16(28)15(27)13(8-24)31-20/h10,12-21,24,26-28H,6-9H2,1-5H3,(H,23,25)	N-[2-[2-[2,2-dimethyl-6-(3-methylbutoxy)-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]-2-hydroxyethoxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide	CC(C)CCOC1C2C(OC1C(COC3C(C(C(C(O3)CO)O)O)NC(=O)C)O)OC(O2)(C)C	-0.899999976	3734244;16397385;95370590;95370591	COCONUT:(CNP0336194);PubChem:(3734244 16397385 95370590 95370591);SuperNatural:(SN00107166 SN00107167);ZINC bio:(ZINC70670229 ZINC70670230)	3153922	494.2599411804902	265.74332999999996	7350_cdhrc_dbgi_alc_pos_sirius_7364
1321	1	1	2	0.08266623496577541	-37.8833215020946	N/A	108.17730475458819	C13H20O	[M + H]+	FYOLMFWUIXBNDC	InChI=1S/C13H20O/c1-5-7-12(14)11-8-6-9-13(3,4)10(11)2/h5,7H,6,8-9H2,1-4H3	null	CC=CC(=O)C1=C(C(CCC1)(C)C)C	3.5	70610725	PubChem:(70610725)	2	193.15896544752584	171.825582	541_cdhrc_dbgi_alc_pos_sirius_4967
1322	7	1	10	0.082583176341993	-290.9461806057403	N/A	7.151096784889185	C32H44O8	[M + K]+	VEEDKEXRHDKWLZ	InChI=1S/C32H44O8/c1-23-5-11-29(37-21-25-7-13-27(35-3)14-8-25)18-20-32(34)40-24(2)6-12-30(17-19-31(33)39-23)38-22-26-9-15-28(36-4)16-10-26/h7-10,13-16,23-24,29-30H,5-6,11-12,17-22H2,1-4H3	null	CC1CCC(CCC(=O)OC(CCC(CCC(=O)O1)OCC2=CC=C(C=C2)OC)C)OCC3=CC=C(C=C3)OC	5.4000001	129840584	PubChem:(129840584)	2	595.2648100475504	204.323682	494_cdhrc_dbgi_alc_pos_sirius_3198
1323	5	1	7	0.08229809102355137	-348.4815272002307	N/A	12.209723220792148	C28H56N8O7	[M + K]+	FETDJKMEWYGCJF	InChI=1S/C28H56N8O7/c1-27(2,3)42-25(40)35-20(17-22(29)37)19-33-15-9-13-31-11-7-8-12-32-14-10-16-34-24(39)21(18-23(30)38)36-26(41)43-28(4,5)6/h20-21,31-33H,7-19H2,1-6H3,(H2,29,37)(H2,30,38)(H,34,39)(H,35,40)(H,36,41)	tert-butyl N-[(2S)-4-amino-1-[3-[4-[3-[[(2S)-4-amino-2-[(2-methylpropan-2-yl)oxycarbonylamino]-4-oxobutanoyl]amino]propylamino]butylamino]propylamino]-4-oxobutan-2-yl]carbamate	CC(C)(C)OC(=O)NC(CC(=O)N)CNCCCNCCCCNCCCNC(=O)C(CC(=O)N)NC(=O)OC(C)(C)C	-1.10000002	11828236	PubChem:(11828236)	2	655.3910827636719	541.1381700000001	4936_cdhrc_dbgi_alc_pos_sirius_6302
