confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
874	1	1	1	1	0.10506394639666361	-14.924074696323393	0.9999999999999999	63.80271707050969	C27H30O16	[M + H]+	MCTZMXCUYPDYNE	InChI=1S/C27H30O16/c1-8-17(32)20(35)22(37)26(39-8)43-25-19(34)16-13(31)5-10(40-27-23(38)21(36)18(33)15(7-28)42-27)6-14(16)41-24(25)9-2-3-11(29)12(30)4-9/h2-6,8,15,17-18,20-23,26-33,35-38H,7H2,1H3	Quercetin 3-rhamnoside-7-glucoside	CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)C5=CC(=C(C=C5)O)O)O)O)O	-0.899999976	6325870;14484601;23304581;25245356;44259243;72187829;139031036	HMDB:(135150);SuperNatural:(SN00168195 SN00224214 SN00248122 SN00042586);ZINC bio:(ZINC77269228);additional;Plantcyc:(CPD-8011);PubMed;COCONUT:(CNP0291161);KNApSAcK:(5431);Natural Products:(UNPD14859 UNPD57433 UNPD66057);PubChem:(6325870 14484601 23304581 25245356 44259243 72187829 139031036);CHEBI:(133244);PubChem class - bio and metabolites;KEGG:(C19796);Training Set;Biocyc:(CPD-8011)	20638074	611.1624	147.3	238_clematis_10_species_crop2-10min_231127_orbi_siri_241	241
875	1	4	1	2	0.10476457560417926	-132.65442196062958	0.015075376884422113	4.0487812404518015	C20H36O10	[M + K]+	XRKXQMABPPQCIL	InChI=1S/C20H36O10/c1-4-5-6-7-14(22)27-9-13-10(2)11(3)15(23)19(29-13)30-20-18(26)17(25)16(24)12(8-21)28-20/h10-13,15-21,23-26H,4-9H2,1-3H3	null	CCCCCC(=O)OCC1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)C)C	0.600000024	123682287	PubChem:(123682287)	2	475.19397	176.7	589_clematis_10_species_crop2-10min_231127_orbi_siri_592	592
876	1	2	1	3	0.10462191698739046	-190.90193618630758	0.04572864321608042	73.50654872785796	C21H18N3O9P	[M + H]+	PVLCAQVJDQCITO	InChI=1S/C21H18N3O9P/c25-22(26)19-7-1-16(2-8-19)13-31-34(32-14-17-3-9-20(10-4-17)23(27)28)33-15-18-5-11-21(12-6-18)24(29)30/h1-12H,13-15H2	null	C1=CC(=CC=C1COP(OCC2=CC=C(C=C2)[N+](=O)[O-])OCC3=CC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]	4.0	15535765	PubChem:(15535765)	2	488.08326	177.99	607_clematis_10_species_crop2-10min_231127_orbi_siri_610	610
877	1	1	1	1	0.10428495934898642	-42.98303488664668	0.9999999999999999	158.8208842491535	C16H24O2	[M + H]+	HLBUIXYVHIIDFZ	InChI=1S/C16H24O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2,7-15H2,1H3,(H,17,18)	null	CCC#CC#CCCCCCCCCCC(=O)O	5.19999981	87556166	PubChem:(87556166)	2	249.18493	321.63	1438_clematis_10_species_crop2-10min_231127_orbi_siri_1449	1449
878	1	1	1	3	0.10413724902833024	-79.510172408333	0.9527638190954775	152.65855342935237	C27H34N4O7	[M + H]+	HQUCBOBKIOQUPL	InChI=1S/C27H34N4O7/c1-16(32)23(25(35)29-21(27(37)38)15-18-9-11-19(33)12-10-18)30-24(34)22-8-5-13-31(22)26(36)20(28)14-17-6-3-2-4-7-17/h2-4,6-7,9-12,16,20-23,32-33H,5,8,13-15,28H2,1H3,(H,29,35)(H,30,34)(H,37,38)	2-[[2-[[1-(2-amino-3-phenylpropanoyl)pyrrolidine-2-carbonyl]amino]-3-hydroxybutanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid	CC(C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)N)O	1.04486823	20007401	PubChem:(20007401)	2	527.25072	188.49	722_clematis_10_species_crop2-10min_231127_orbi_siri_725	725
879	1	1	1	1	0.10406662961290367	-396.97863369632915	0.9999999999999999	218.6673361552679	C24H36FN3O2	[M + H]+	KFNYJNDIVRBAQE	InChI=1S/C24H36FN3O2/c1-15(2)22-11-19(12-23(29)26-13-18-6-8-21(25)9-7-18)17(5)10-20(22)14-27-24(30)28-16(3)4/h6-10,15-16,19-20,22H,11-14H2,1-5H3,(H,26,29)(H2,27,28,30)	null	CC1=CC(C(CC1CC(=O)NCC2=CC=C(C=C2)F)C(C)C)CNC(=O)NC(C)C	3.79999995	38027539	COCONUT:(CNP0375492);PubChem:(38027539);SuperNatural:(SN00027700);ZINC bio:(ZINC30880414)	3153922	418.28637	521.23	1665_clematis_10_species_crop2-10min_231127_orbi_siri_1676	1676
880	1	1	1	1	0.10326142185587286	-84.24382363349686	0.9999999999999999	9.492517067915642	C16H26O7	[M + Na]+	FOONTNRMWNJWCL	InChI=1S/C16H26O7/c1-8-4-9(18)5-16(2,3)10(8)7-22-15-14(21)13(20)12(19)11(6-17)23-15/h4,10-15,17,19-21H,5-7H2,1-3H3	null	CC1=CC(=O)CC(C1COC2C(C(C(C(O2)CO)O)O)O)(C)C	-0.800000012	57509330;76551288;95789921;98050833	COCONUT:(CNP0174014);HMDB:(33111);KNApSAcK:(39132);Natural Products:(UNPD95586 UNPD160082);PubChem:(57509330 76551288 95789921 98050833);SuperNatural:(SN00286036 SN00041529);ZINC bio:(ZINC72319970);additional;PubChem class - bio and metabolites;Training Set	20504602	353.15722	282.19	1375_clematis_10_species_crop2-10min_231127_orbi_siri_1384	1384
881	1	1	1	1	0.10319017072169931	-174.16862122747472	0.9999999999999999	12.965396419763326	C17H22N2O5	[M + Na]+	PBUOMZCFHTXTRS	InChI=1S/C17H22N2O5/c1-9(2)15-14(10(3)19-24-15)17(20)18-11-7-12(21-4)16(23-6)13(8-11)22-5/h7-9H,1-6H3,(H,18,20)	null	CC1=NOC(=C1C(=O)NC2=CC(=C(C(=C2)OC)OC)OC)C(C)C	2.70000005	26700940	PubChem:(26700940)	2	357.14101	206.85	898_clematis_10_species_crop2-10min_231127_orbi_siri_901	901
882	1	1	1	1	0.10287154922531944	-71.92297901977857	0.9999999999999999	52.49696993091414	C7H14N2O2S	[M + H]+	FNEDWROUBFKZPU	InChI=1S/C7H14N2O2S/c1-5(12)7(11)9-4-3-6(10)8-2/h5,12H,3-4H2,1-2H3,(H,8,10)(H,9,11)	null	CC(C(=O)NCCC(=O)NC)S	-0.5	107027286	PubChem:(107027286)	2	191.08514	165.55	447_clematis_10_species_crop2-10min_231127_orbi_siri_450	450
883	1	1	1	1	0.10282497787992524	-147.5953259179923	0.9999999999999999	73.5015541763158	C16H27NO3	[M + H]+	GDVPIWSTVSPUJB	InChI=1S/C16H27NO3/c18-15(12-7-3-1-2-4-8-12)17-11-13-9-5-6-10-14(13)16(19)20/h12-14H,1-11H2,(H,17,18)(H,19,20)	null	C1CCCC(CC1)C(=O)NCC2CCCCC2C(=O)O	3.5	65880760	PubChem:(65880760)	2	282.20649	397.68	1519_clematis_10_species_crop2-10min_231127_orbi_siri_1530	1530
884	1	2	1	2	0.10271892638988742	-246.3098501451806	0.05025125628140704	42.185490590392305	C17H17N5O5	[M + H]+	MAKSDBQCAFUKSW	InChI=1S/C17H17N5O5/c1-12-2-3-13(10-15(12)22(26)27)17(23)20-8-6-19(7-9-20)16-5-4-14(11-18-16)21(24)25/h2-5,10-11H,6-9H2,1H3	null	CC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C3=NC=C(C=C3)[N+](=O)[O-])[N+](=O)[O-]	2.29999995	56324404	PubChem:(56324404)	2	372.12963	153.81	327_clematis_10_species_crop2-10min_231127_orbi_siri_330	330
885	1	1	1	1	0.10267372463294341	-47.91760749324108	0.9999999999999999	181.99173850863448	C30H46O4	[M + H]+	LIIUBAWNLNMSRY	InChI=1S/C30H46O4/c1-17-10-13-30(25(33)34)15-14-28(6)19(23(30)18(17)2)8-9-21-27(5)12-11-22(32)26(3,4)24(27)20(31)16-29(21,28)7/h8,17-18,20-21,23-24,31H,9-16H2,1-7H3,(H,33,34)	null	CC1CCC2(CCC3(C(=CCC4C3(CC(C5C4(CCC(=O)C5(C)C)C)O)C)C2C1C)C)C(=O)O	5.69999981	132555559	PubChem:(132555559)	2	471.34704	396.18	1512_clematis_10_species_crop2-10min_231127_orbi_siri_1523	1523
886	1	2	1	4	0.1026273551521085	-167.44030919807068	0.11507537688442213	22.018496075348203	C5H16N4O	[M + K]+	APYPXYOCYXLSPA	InChI=1S/C5H16N4O/c1-8(6)2-3-9(7)4-5-10/h10H,2-7H2,1H3	null	CN(CCN(CCO)N)N	-1.89999998	102386663	PubChem:(102386663)	2	187.09483	352.81	1457_clematis_10_species_crop2-10min_231127_orbi_siri_1468	1468
887	1	1	1	1	0.10222952756556797	-162.99032095305077	0.9999999999999999	36.80529319804197	C19H32O11	[M + Na]+	OZCAXYWZBBRRBT	InChI=1S/C19H32O11/c1-2-3-4-5-6-7-27-19-17(15(25)13(23)11(9-21)29-19)30-18-16(26)14(24)12(22)10(8-20)28-18/h3,10-26H,1,4-9H2	null	C=C=CCCCCOC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O	-2.20000005	90954527	PubChem:(90954527)	2	459.18401	176.02	582_clematis_10_species_crop2-10min_231127_orbi_siri_585	585
888	1	4	1	4	0.10199786956289603	-382.3856346110131	0.01306532663316583	60.33664069545115	C23H36F3N3O2	[M + K]+	QGESQCLRZYOZHG	InChI=1S/C23H36F3N3O2/c1-5-21(30)29(20-9-6-8-19(27-20)23(24,25)26)17-22(11-14-31-15-12-22)10-7-13-28(4)16-18(2)3/h6,8-9,18H,5,7,10-17H2,1-4H3	null	CCC(=O)N(CC1(CCOCC1)CCCN(C)CC(C)C)C2=CC=CC(=N2)C(F)(F)F	4.5	135141012	PubChem:(135141012)	2	482.23772	187.14	708_clematis_10_species_crop2-10min_231127_orbi_siri_711	711
889	1	9	1	6	0.10160412204906691	-302.8877865575198	0.015075376884422113	47.60413453038125	C22H29NO11	[M + Na]+	FRWLQXNECSCABF	InChI=1S/C22H29NO11/c1-11(25)23-19-21(32-14(4)28)20(31-13(3)27)18(10-30-12(2)26)34-22(19)33-16-7-6-15(9-24)8-17(16)29-5/h6-8,18-22,24H,9-10H2,1-5H3,(H,23,25)	[5-acetamido-3,4-diacetyloxy-6-[4-(hydroxymethyl)-2-methoxyphenoxy]oxan-2-yl]methyl acetate	CC(=O)NC1C(C(C(OC1OC2=C(C=C(C=C2)CO)OC)COC(=O)C)OC(=O)C)OC(=O)C	0.0	4839563	PubChem:(4839563)	2	506.16568	214.78	992_clematis_10_species_crop2-10min_231127_orbi_siri_995	995
890	1	1	1	1	0.10154526987348926	-30.19685243051106	0.9999999999999999	224.75189936374113	C18H26O	[M + H]+	UBTNVRPIHJRBCI	InChI=1S/C18H26O/c1-14(8-6-10-16(3)19)11-12-17-15(2)9-7-13-18(17,4)5/h6,8,10-12H,7,9,13H2,1-5H3	13-apo-beta-carotenone	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=O)C)C	4.70023394	196568;5363697;6444123;10659303;10777772;10801408;12701247;12701250;11784285;16106587	COCONUT:(CNP0325060);PubChem:(196568 5363697 6444123 10659303 10777772 10801408 12701247 12701250 11784285 16106587);YMDB Mine;CHEBI:(53175);PubChem class - bio and metabolites;MeSH:(5363697 6444123);KEGG:(C20696);Plantcyc:(CPD-13369);PubMed;Biocyc:(CPD-21222 CPD-13369);KEGG Mine	42968680806	259.20571	542.06	1691_clematis_10_species_crop2-10min_231127_orbi_siri_1702	1702
891	1	1	1	1	0.10147083157210772	-114.55169818230921	0.9999999999999999	33.98947765817309	C13H14O4	[M + H]+	JRKSVIUQRJEQDF	InChI=1S/C13H14O4/c1-16-11-8-7-10(9-12(11)17-2)5-3-4-6-13(14)15/h3-9H,1-2H3,(H,14,15)	5-(3,4-dimethoxyphenyl)penta-2,4-dienoic acid	COC1=C(C=C(C=C1)C=CC=CC(=O)O)OC	2.29102468	344509;5385200;6992944;92529813;92529814;92529815	COCONUT:(CNP0300966);Training Set;PubChem:(344509 5385200 6992944 92529813 92529814 92529815)	2113538	235.09608	204.33	878_clematis_10_species_crop2-10min_231127_orbi_siri_881	881
892	1	1	1	1	0.10126025874587176	-79.95471032406057	0.9999999999999999	235.12260022378177	C18H26O2	[M + H]+	BAZGVDKAIHZPOH	InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h14-17,20H,2-10H2,1H3	Oprea1_234045	CC12CCC3C(C1CCC2O)CCC4=C3CCC(=O)C4	2.20000005	623676;1777990;235672;7092910;7092912;6545899;11876166;11876167;16401763;23825086;57180602;59878752;124305357	NORMAN:(NS00023511);COCONUT:(CNP0276405);PubChem:(623676 1777990 235672 7092910 7092912 6545899 11876166 11876167 16401763 23825086 57180602 59878752 124305357);SuperNatural:(SN00071074 SN00214984 SN00072339 SN00072338 SN00072337 SN00072336);CHEBI:(79759);ZINC bio:(ZINC04062835 ZINC04082026 ZINC04082028 ZINC04082029 ZINC04082030);KEGG:(C15257);PubChem class - safety and toxic	70525218	275.20064	359.61	1467_clematis_10_species_crop2-10min_231127_orbi_siri_1478	1478
893	1	1	1	1	0.10112060472758698	-103.66977347184702	0.9944723618090451	53.05946224850141	C20H30O11	[M + Na]+	FDEDOZWYQOPCJQ	InChI=1S/C20H30O11/c1-9(10-5-3-2-4-6-10)29-20-18(27)16(25)14(23)12(31-20)8-28-19-17(26)15(24)13(22)11(7-21)30-19/h2-6,9,11-27H,7-8H2,1H3	(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-(1-phenylethoxy)oxan-2-yl]methoxy]oxane-3,4,5-triol	CC(C1=CC=CC=C1)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O	-2.29999995	11633704;21630463;44389739;66961099;69410775;71717850	PubChem:(11633704 21630463 44389739 66961099 69410775 71717850);PubMed	66	469.16752	156.81	357_clematis_10_species_crop2-10min_231127_orbi_siri_360	360
894	1	1	1	1	0.10104509623890995	-260.947985140106	0.9999999999999999	61.35474215301879	C9H18N3O5P	[M + Na]+	NWTPVFSDCGXXKH	InChI=1S/C9H18N3O5P/c1-14-18(13,15-2)8-9(16-6-7-17-9)4-3-5-11-12-10/h3-8H2,1-2H3	null	COP(=O)(CC1(OCCO1)CCCN=[N+]=[N-])OC	0.600000024	13202493	PubChem:(13202493)	2	302.08822	134.61	134_clematis_10_species_crop2-10min_231127_orbi_siri_136	136
895	1	1	1	2	0.10093319759246878	-438.29299858335764	0.9713567839195981	12.769733090468126	C33H59NO14	[M - H3N + Na]+	LLWPPSFFAIEVLP	InChI=1S/C33H59NO14/c1-21(16-14-12-10-8-6-4-3-5-7-9-11-13-15-17-24(37)34-18-25(38)44-2)45-33-31(29(42)27(40)23(20-36)47-33)48-32-30(43)28(41)26(39)22(19-35)46-32/h3-4,21-23,26-33,35-36,39-43H,5-20H2,1-2H3,(H,34,37)	Glycine-N-{17-L-[(2''-O-.beta.-D-glucopyranosyl-.beta.-D-glucopyranosyl)oxy]-cis-9-octadecenamide} methyl ester	CC(CCCCCCC=CCCCCCCCC(=O)NCC(=O)OC)OC1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)O	2.0999999	16078244	PubChem:(16078244);PubMed	66	699.35535	417.26	1534_clematis_10_species_crop2-10min_231127_orbi_siri_1545	1545
896	1	2	1	1	0.10064071536693689	-330.9112291098302	5.025125628140704E-4	26.064506593976393	C28H50N8O4	[M + H]+	SZKQSJDHESDMNH	InChI=1S/C28H50N8O4/c1-19(29-3)25(37)31-23-17-33(13-9-21-7-5-11-35(21)27(23)39)15-16-34-14-10-22-8-6-12-36(22)28(40)24(18-34)32-26(38)20(2)30-4/h19-24,29-30H,5-18H2,1-4H3,(H,31,37)(H,32,38)	null	CC(C(=O)NC1CN(CCC2CCCN2C1=O)CCN3CCC4CCCN4C(=O)C(C3)NC(=O)C(C)NC)NC	-0.600000024	123813001	PubChem:(123813001)	2	563.40339	168.25	482_clematis_10_species_crop2-10min_231127_orbi_siri_485	485
897	1	3	1	3	0.10054015605825915	-247.15661621713406	0.6226130653266332	85.92519018978331	C21H37NO9	[M + H]+	CNTXJQWALYAPIC	InChI=1S/C21H37NO9/c1-6-21(4,5)19(24)30-15-13-27-11-9-26-10-12-28-14-16-31-20(25)22-7-8-29-18(23)17(2)3/h2,6-16H2,1,3-5H3,(H,22,25)	2-[2-[2-[2-[2-(2-methylprop-2-enoyloxy)ethylcarbamoyloxy]ethoxy]ethoxy]ethoxy]ethyl 2,2-dimethylbutanoate	CCC(C)(C)C(=O)OCCOCCOCCOCCOC(=O)NCCOC(=O)C(=C)C	2.0	58836322	PubChem:(58836322)	2	448.25453	238.4	1159_clematis_10_species_crop2-10min_231127_orbi_siri_1163	1163
898	1	1	1	2	0.10049185614236555	-177.45684857136303	0.9859296482412061	37.43576490093045	C15H20FNO2	[M + H]+	WCZTWKDNPNAIBF	InChI=1S/C15H20FNO2/c1-15(2)8-4-3-5-13(15)17-12-7-6-10(16)9-11(12)14(18)19/h6-7,9,13,17H,3-5,8H2,1-2H3,(H,18,19)	null	CC1(CCCCC1NC2=C(C=C(C=C2)F)C(=O)O)C	4.69999981	79872337	PubChem:(79872337)	2	266.15394	427.34	1547_clematis_10_species_crop2-10min_231127_orbi_siri_1558	1558
899	1	2	1	4	0.10015130961677206	-198.20834267936732	0.09045226130653267	22.297626387129	C19H25N5O4	[M + H]+	PQGDZTUMSWKYBC	InChI=1S/C19H25N5O4/c1-12-17(13(2)21-18(20-12)24-7-9-28-10-8-24)23-19(25)22-14-5-6-15(26-3)16(11-14)27-4/h5-6,11H,7-10H2,1-4H3,(H2,22,23,25)	null	CC1=C(C(=NC(=N1)N2CCOCC2)C)NC(=O)NC3=CC(=C(C=C3)OC)OC	1.60000002	122357009	PubChem:(122357009)	2	388.19652	159.87	381_clematis_10_species_crop2-10min_231127_orbi_siri_384	384
900	1	1	1	1	0.09991524637963223	-47.477850383207624	0.9999999999999999	183.48966277865813	C15H22O	[M + H]+	KUFXJZXMWHNCEH	InChI=1S/C15H22O/c1-10(2)12-5-7-15(4)8-6-14(16)11(3)13(15)9-12/h12H,1,5-9H2,2-4H3	alfa-Cyperone	CC1=C2CC(CCC2(CCC1=O)C)C(=C)C	3.79999995	273568;5316284;6452086;10513031;10632629;12069824;12303268;89528182	HMDB:(37061);SuperNatural:(SN00131492 SN00157374 SN00367208);ZINC bio:(ZINC05029090);additional;MeSH:(6452086);PubMed;COCONUT:(CNP0261866);KNApSAcK:(12759);Natural Products:(UNPD13781 UNPD190402 UNPD91019);PubChem:(273568 5316284 6452086 10513031 10632629 12069824 12303268 89528182);PubChem class - bio and metabolites;KEGG:(C17090)	20488542	219.17432	247.25	1226_clematis_10_species_crop2-10min_231127_orbi_siri_1230	1230
901	1	1	1	1	0.0996962029283128	-111.53524192255439	0.9999999999999999	138.64172205701763	C18H37NO5	[M + H]+	RESBTRYGXXYJTJ	InChI=1S/C18H37NO5/c20-12-8-7-10-14(22)9-5-3-1-2-4-6-11-15-17(23)18(24)16(13-21)19-15/h14-24H,1-13H2	null	C(CCCCC(CCCCO)O)CCCC1C(C(C(N1)CO)O)O	1.70000005	10860963	COCONUT:(CNP0204023);KNApSAcK:(32772);Natural Products:(UNPD115315 UNPD98489);PubChem:(10860963);SuperNatural:(SN00340404 SN00253465);PubMed	3178578	348.27404	200.53	836_clematis_10_species_crop2-10min_231127_orbi_siri_839	839
902	1	3	1	4	0.09966047718114586	-329.57775982680715	0.09597989949748746	71.18907343531897	C26H36F2NO3P	[M + H]+	XMMQNTLONACLKF	InChI=1S/C26H36F2NO3P/c27-24-19-22(20-29-16-9-17-33(30,31)32)25(28)18-21(24)10-3-2-6-13-26(14-7-8-15-26)23-11-4-1-5-12-23/h1,4-5,11-12,18-19,29H,2-3,6-10,13-17,20H2,(H2,30,31,32)	null	C1CCC(C1)(CCCCCC2=CC(=C(C=C2F)CNCCCP(=O)(O)O)F)C3=CC=CC=C3	3.9000001	78323297	PubChem:(78323297)	2	480.24742	268.3	1337_clematis_10_species_crop2-10min_231127_orbi_siri_1344	1344
903	1	1	1	1	0.09935315994514675	-73.62211338564725	0.9994974874371858	38.33370651316446	C14H20O2	[M + H]+	YNLDSNNIAPFGCH	InChI=1S/C14H20O2/c1-9(2)12-7-11(14(3,4)5)6-10(8-15)13(12)16/h6-9,16H,1-5H3	5-tert-butyl-2-hydroxy-3-propan-2-ylbenzaldehyde	CC(C)C1=CC(=CC(=C1O)C=O)C(C)(C)C	4.4000001	20206379	PubChem:(20206379)	2	221.15369	432.74	1557_clematis_10_species_crop2-10min_231127_orbi_siri_1568	1568
904	1	10	1	11	0.0992644548899003	-265.3759561759769	0.020603015075376884	92.18068391762544	C42H46O11	[M + K]+	DXKVNSPCUCRRGQ	InChI=1S/C42H46O11/c1-29(43)51-36-28-49-41(48-26-34-21-13-6-14-22-34)39(47-25-33-19-11-5-12-20-33)38(36)53-42-40(52-30(2)44)37(46-24-32-17-9-4-10-18-32)35(27-50-42)45-23-31-15-7-3-8-16-31/h3-22,35-42H,23-28H2,1-2H3	null	CC(=O)OC1COC(C(C1OC2C(C(C(CO2)OCC3=CC=CC=C3)OCC4=CC=CC=C4)OC(=O)C)OCC5=CC=CC=C5)OCC6=CC=CC=C6	5.19999981	101355078	PubChem:(101355078)	2	765.26354	258.34	1289_clematis_10_species_crop2-10min_231127_orbi_siri_1295	1295
905	1	1	1	1	0.09925779751858063	-178.6878077412006	0.9999999999999999	8.49430280014	C17H22N2O5	[M + Na]+	BDGVLOPQRPJVSY	InChI=1S/C17H22N2O5/c1-10-13(11(2)24-19-10)6-7-18-17(20)12-8-14(21-3)16(23-5)15(9-12)22-4/h8-9H,6-7H2,1-5H3,(H,18,20)	null	CC1=C(C(=NO1)C)CCNC(=O)C2=CC(=C(C(=C2)OC)OC)OC	2.29999995	110646264	PubChem:(110646264)	2	357.14222	221.72	1047_clematis_10_species_crop2-10min_231127_orbi_siri_1051	1051
906	1	1	1	4	0.0992020452006688	-120.75462371258358	0.30603015075376894	18.552902457409147	C25H47N5O7	[M + Na]+	FLUOZXMRVCKWGU	InChI=1S/C25H47N5O7/c1-9-14(6)19(25(36)37)29-24(35)20(16(8)31)30-21(32)15(7)27-23(34)18(11-13(4)5)28-22(33)17(26)10-12(2)3/h12-20,31H,9-11,26H2,1-8H3,(H,27,34)(H,28,33)(H,29,35)(H,30,32)(H,36,37)	null	CCC(C)C(C(=O)O)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)N	0.923918307	10208665	PubChem:(10208665)	2	552.33846	195.6	790_clematis_10_species_crop2-10min_231127_orbi_siri_793	793
907	1	1	1	2	0.09910674349944552	-164.0728769675375	0.07386934673366835	21.103782375127974	C18H36B3F3O6	[M + H]+	GPRKGHZFSHQFPF	InChI=1S/C18H36B3F3O6/c22-13-7-1-4-10-16-25-19-28-20(26-17-11-5-2-8-14-23)30-21(29-19)27-18-12-6-3-9-15-24/h1-18H2	null	B1(OB(OB(O1)OCCCCCCF)OCCCCCCF)OCCCCCCF	7.36657	90113440	PubChem:(90113440)	2	436.29069	211.02	967_clematis_10_species_crop2-10min_231127_orbi_siri_970	970
908	1	1	1	1	0.09908278166611917	-75.61249294433355	0.9999999999999999	145.84931593656611	C19H22O5	[M + H]+	SCKCUJAVKIVTSL	InChI=1S/C19H22O5/c1-21-16-7-5-13(11-18(16)23-3)9-15(20)10-14-6-8-17(22-2)19(12-14)24-4/h5-8,11-12H,9-10H2,1-4H3	1,3-bis(3,4-dimethoxyphenyl)propan-2-one	COC1=C(C=C(C=C1)CC(=O)CC2=CC(=C(C=C2)OC)OC)OC	3.0	301063	PubChem:(301063);PubMed	66	331.15422	161.08	394_clematis_10_species_crop2-10min_231127_orbi_siri_397	397
909	1	1	1	1	0.09895158508012943	-100.85498554341325	0.9999999999999999	57.44582449955053	C24H41NO2	[M + H]+	SPKNIDSCODQFHO	InChI=1S/C24H41NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-24(27)25-21-20-22-16-18-23(26)19-17-22/h16-19,26H,2-15,20-21H2,1H3,(H,25,27)	Hexadecanamide, N-[2-(4-hydroxyphenyl)ethyl]-	CCCCCCCCCCCCCCCC(=O)NCCC1=CC=C(C=C1)O	8.5	10904879	PubChem:(10904879);PubMed	66	376.32059	438.46	1563_clematis_10_species_crop2-10min_231127_orbi_siri_1574	1574
910	1	1	1	1	0.09893075279181641	-16.355878360014437	0.9979899497487437	22.68646880306756	C21H20O11	[M + Na]+	ODBRNZZJSYPIDI	InChI=1S/C21H20O11/c22-6-14-17(27)19(29)20(30)21(32-14)16-11(26)5-13-15(18(16)28)10(25)4-12(31-13)7-1-2-8(23)9(24)3-7/h1-5,14,17,19-24,26-30H,6H2	Isoorientin	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	-0.200000003	114776;6426860;12311138;12311139;12311140;12311142;24211966;44257906;44257910;49852298;51521828;51402803;51405075;51405076;51405077;53393033;91200637;124708196;124870484;133685582	HMDB:(127356);SuperNatural:(SN00011307 SN00011090 SN00157296 SN00351156 SN00036482 SN00280898 SN00305502 SN00244113 SN00011308 SN00036479 SN00011309 SN00020206 SN00036480 SN00011089 SN00036481);ZINC bio:(ZINC04349248 ZINC04349261 ZINC04349262 ZINC04654605 ZINC04654606 ZINC04654607 ZINC08551389 ZINC08551390 ZINC08551391 ZINC08551392 ZINC13424721);additional;MeSH:(114776 6426860 12311139);Plantcyc:(ISOORIENTIN);PubMed;COCONUT:(CNP0075287 CNP0222527 CNP0416778);KNApSAcK:(1055);Natural Products:(UNPD29454 UNPD117721 UNPD178053 UNPD81821 UNPD168842);PubChem:(114776 6426860 12311138 12311139 12311140 12311142 24211966 44257906 44257910 49852298 51521828 51402803 51405075 51405076 51405077 53393033 91200637 124708196 124870484 133685582);CHEBI:(17965 139455 58333);PubChem class - bio and metabolites;KEGG:(C01821);Training Set;Biocyc:(ISOORIENTIN)	20638078	471.09011	168.22	476_clematis_10_species_crop2-10min_231127_orbi_siri_479	479
911	1	1	1	1	0.09868863600758415	-470.2329784903787	0.9999999999999999	26.800346488656125	C20H30FN3O5	[M + Na]+	IJTHBFLLNNQFGW	InChI=1S/C20H30FN3O5/c1-14(2)13-29-20(27)24(12-17(26)11-22-15(3)25)16-4-5-19(18(21)10-16)23-6-8-28-9-7-23/h4-5,10,14,17,26H,6-9,11-13H2,1-3H3,(H,22,25)	null	CC(C)COC(=O)N(CC(CNC(=O)C)O)C1=CC(=C(C=C1)N2CCOCC2)F	1.60000002	42644840	PubChem:(42644840)	2	434.20791	222.11	1050_clematis_10_species_crop2-10min_231127_orbi_siri_1054	1054
