molecularFormula_canopus	adduct_canopus	NPC#pathway_canopus	NPC#superclass_canopus	NPC#class_canopus	ConfidenceScore_sirius	CSI:FingerIDScore_sirius	ZodiacScore_sirius	SiriusScore_sirius	molecularFormula_sirius	adduct_sirius	InChIkey2D_sirius	InChI_sirius	name_sirius	smiles_sirius	xlogp_sirius	ionMass_sirius	Unnamed: 0_metAnnot	rank_spec_metAnnot	msms_score_metAnnot	libname_metAnnot	structure_wikidata_metAnnot	structure_inchikey_metAnnot	structure_inchi_metAnnot	structure_smiles_metAnnot	structure_molecular_formula_metAnnot	adduct_metAnnot	structure_exact_mass_metAnnot	structure_nameTraditional_metAnnot	short_inchikey_metAnnot	structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_metAnnot	organism_wikidata_metAnnot	organism_name_metAnnot	organism_taxonomy_ottid_metAnnot	organism_taxonomy_01domain_metAnnot	organism_taxonomy_02kingdom_metAnnot	organism_taxonomy_03phylum_metAnnot	organism_taxonomy_04class_metAnnot	organism_taxonomy_05order_metAnnot	organism_taxonomy_06family_metAnnot	organism_taxonomy_07tribe_metAnnot	organism_taxonomy_08genus_metAnnot	organism_taxonomy_09species_metAnnot	organism_taxonomy_10varietas_metAnnot	matched_domain_metAnnot	matched_kingdom_metAnnot	matched_phylum_metAnnot	matched_class_metAnnot	matched_order_metAnnot	matched_family_metAnnot	matched_tribe_metAnnot	matched_genus_metAnnot	matched_species_metAnnot	score_taxo_metAnnot	score_max_consistency_metAnnot	final_score_metAnnot	rank_final_metAnnot	component_id_metAnnot	structure_taxonomy_npclassifier_01pathway_consensus_metAnnot	freq_structure_taxonomy_npclassifier_01pathway_metAnnot	structure_taxonomy_npclassifier_02superclass_consensus_metAnnot	freq_structure_taxonomy_npclassifier_02superclass_metAnnot	structure_taxonomy_npclassifier_03class_consensus_metAnnot	freq_structure_taxonomy_npclassifier_03class_metAnnot	shared_id
																	2060.0	4.0|4.0|4.0	0.0|0.0|0.0	MS1_match|MS1_match|MS1_match	http://www.wikidata.org/entity/Q105031729|http://www.wikidata.org/entity/Q104967843|http://www.wikidata.org/entity/Q105150793	HPJJCRNQEWRFQW-ILXVDBEPSA-N|CPYDMLXRLHYXSV-UNKAVFLYSA-N|LEUHYTKFUDEERH-NBJMIBJLSA-N	InChI=1S/C18H22O9/c1-2-26-17(24)18(25)8-13(21)16(14(22)9-18)27-15(23)6-4-10-3-5-11(19)12(20)7-10/h3-7,13-14,16,19-22,25H,2,8-9H2,1H3/t13-,14-,16-,18+/m0/s1|InChI=1S/C18H22O9/c1-25-13-7-10(3-5-11(13)19)4-6-15(21)27-14-9-18(24,17(23)26-2)8-12(20)16(14)22/h3-7,12,14,16,19-20,22,24H,8-9H2,1-2H3/b6-4+/t12-,14-,16-,18+/m0/s1|InChI=1S/C18H22O9/c1-2-26-17(24)18(25)8-13(21)16(23)14(9-18)27-15(22)6-4-10-3-5-11(19)12(20)7-10/h3-7,13-14,16,19-21,23,25H,2,8-9H2,1H3/b6-4+/t13-,14-,16-,18+/m0/s1	CCOC(=O)[C@]1(O)C[C@H](O)[C@@H](OC(=O)C=Cc2ccc(O)c(O)c2)[C@@H](O)C1|COC(=O)[C@]1(O)C[C@H](OC(=O)/C=C/c2ccc(O)c(OC)c2)[C@@H](O)[C@@H](O)C1|CCOC(=O)[C@]1(O)C[C@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)C1	C18H22O9|C18H22O9|C18H22O9	pos_1_sodium|pos_1_sodium|pos_1_sodium	382.126382284|382.126382284|382.126382284	nan|methyl (1R,3S,4S,5S)-1,3,4-trihydroxy-5-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylate|(1R)-1alpha,3alpha,4alpha-Trihydroxy-5beta-(3,4-dihydroxycinnamoyloxy)cyclohexanecarboxylic acid ethyl ester	HPJJCRNQEWRFQW|CPYDMLXRLHYXSV|LEUHYTKFUDEERH	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q12837830|http://www.wikidata.org/entity/Q12837830|http://www.wikidata.org/entity/Q12837830	Lonicera bournei|Lonicera bournei|Lonicera bournei	5746380.0|5746380.0|5746380.0	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Dipsacales']|['Dipsacales']|['Dipsacales']	['Caprifoliaceae']|['Caprifoliaceae']|['Caprifoliaceae']	['Unknown']|['Unknown']|['Unknown']	['Lonicera']|['Lonicera']|['Lonicera']	['Lonicera bournei']|['Lonicera bournei']|['Lonicera bournei']	nan|nan|nan	['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Dipsacales']|['Dipsacales']|['Dipsacales']	['Caprifoliaceae']|['Caprifoliaceae']|['Caprifoliaceae']	nan|nan|nan	['Lonicera']|['Lonicera']|['Lonicera']	nan|nan|nan	7|7|7	3|3|3	8.5|8.5|8.5	1|1|1	115.0	Shikimates and Phenylpropanoids	0.1428571428571428	Flavonoids	0.1071428571428571	Cinnamic acids and derivatives	0.1071428571428571	6740
																	2061.0	1.0	0.58026403	ISDB	http://www.wikidata.org/entity/Q115946900	SAHCQBPGXQFTRA-UHFFFAOYSA-N	InChI=1S/C27H49O12P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(29)37-18-20(28)19-38-40(35,36)39-27-25(33)23(31)22(30)24(32)26(27)34/h6-7,9-10,20,22-28,30-34H,2-5,8,11-19H2,1H3,(H,35,36)	CCCCCC=CCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O	C27H49O12P		596.2961636379998	[2-Hydroxy-3-[hydroxy-(2,3,4,5,6-pentahydroxycyclohexyl)oxyphosphoryl]oxypropyl] octadeca-9,12-dienoate	SAHCQBPGXQFTRA	Fatty acids	Glycerophospholipids	Glycerophosphoinositols	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.321056127548218	1	26.0	Polyketides	0.1860465116279069	Glycerolipids	0.0813953488372093	Glycosyldiacylglycerols	0.0581395348837209	6741
																	2062.0	51.0	0.4138967	ISDB	http://www.wikidata.org/entity/Q76386786	RJZWGDPBGWGJNU-MTXIQXFFSA-N	InChI=1S/C15H22O/c1-10(9-16)8-13-6-4-11(2)14-7-5-12(3)15(13)14/h8-9,11,13-14H,4-7H2,1-3H3/b10-8+/t11-,13+,14-/m1/s1	CC1=C2[C@H](/C=C(\C)C=O)CC[C@@H](C)[C@H]2CC1	C15H22O		218.167065324	Valerenal	RJZWGDPBGWGJNU	Terpenoids	Sesquiterpenoids	Valerenane sesquiterpenoids	http://www.wikidata.org/entity/Q12847314	Valeriana wolgensis	5746446.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Valeriana']	['Valeriana wolgensis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']				6	0	7.655586838722229	1	-1.0							6743
																	2063.0	1.0	0.26188928	ISDB									KBERLNPFENTXOE							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.0475571155548096	1	210.0	Fatty acids	0.5	Glycerolipids	0.5	Apocarotenoids (Ψ-)	0.25	6744
																	2064.0	1.0	0.55720997	ISDB	http://www.wikidata.org/entity/Q105110916	ICEAAFSBLFFHMH-USZBQAPISA-N	InChI=1S/C35H56O12/c1-16-6-9-35(43-15-16)17(2)27-22(47-35)11-21-19-10-26(38)34(42)13-24(44-18(3)37)23(12-33(34,5)20(19)7-8-32(21,27)4)45-31-30(41)29(40)28(39)25(14-36)46-31/h16-17,19-31,36,38-42H,6-15H2,1-5H3/t16-,17+,19-,20+,21+,22+,23-,24-,25-,26-,27+,28-,29+,30-,31-,32+,33-,34+,35-/m1/s1	CC(=O)O[C@@H]1C[C@]2(O)[C@H](O)C[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C35H56O12		668.377177232	(25R)-2alpha-(beta-D-Glucopyranosyloxy)-5alpha-spirostane-3beta,5,6beta-triol 3-acetate	ICEAAFSBLFFHMH	Terpenoids	Steroids	Spirostane steroids	http://www.wikidata.org/entity/Q736155	Allium giganteum	416484.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Amaryllidaceae']	['Allieae']	['Allium']	['Allium giganteum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.728839874267578	1	80.0	Terpenoids	0.7333333333333333	Steroids	0.7333333333333333	Spirostane steroids	0.2666666666666666	6747
																	2065.0	1.0	0.36347097	ISDB	http://www.wikidata.org/entity/Q27160572	PDIGSOAOQOXRDU-WJPZTBRDSA-N	InChI=1S/C28H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,18-19,27,30H,5,8,11,14,17,20-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-/t27-/m1/s1	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C28H48NO7P		541.316839506	LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))	PDIGSOAOQOXRDU	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']									1	3	3.9538838863372803	1	212.0	Fatty acids	0.5	Glycerophospholipids	0.5	Glycerophosphocholines	0.5	675
																	2066.0	5.0	0.42012137	ISDB	http://www.wikidata.org/entity/Q104400196	QDJYUSAVAQTFPO-LCYMEKLSSA-N	InChI=1S/C33H56O9/c1-16(2)6-9-23(36)17(3)27-24(41-31-30(40)29(39)28(38)25(15-34)42-31)14-22-20-8-7-18-12-19(35)13-26(37)33(18,5)21(20)10-11-32(22,27)4/h7,16-17,19-31,34-40H,6,8-15H2,1-5H3/t17-,19?,20-,21+,22+,23?,24?,25-,26?,27+,28+,29+,30-,31-,32+,33+/m1/s1	CC(C)CCC(O)[C@@H](C)[C@H]1C(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)C[C@H]2[C@@H]3CC=C4CC(O)CC(O)[C@]4(C)[C@H]3CC[C@]12C	C33H56O9		596.392433372	Alloside A	QDJYUSAVAQTFPO	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q3735732	Allium stipitatum	942173.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asparagales']	['Amaryllidaceae']	['Allieae']	['Allium']	['Allium stipitatum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	6.680485486984253	1	80.0	Terpenoids	0.7333333333333333	Steroids	0.7333333333333333	Spirostane steroids	0.2666666666666666	6752
																	2067.0	1.0	0.30036274	ISDB									WPRKWPORZTWCSR							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.2014509439468384	1	72.0	Terpenoids	0.7052631578947368	Triterpenoids	0.5894736842105263	Oleanane triterpenoids	0.4842105263157895	6755
																	2071.0	1.0	0.20516825	ISDB									FUOXNICVOQDEMR							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.8206729888916016	1	531.0	Fatty acids	0.5	Fatty acyls	0.5	Hydrocarbons	0.5	6768
																	2072.0	1.0	0.20989333	ISDB	http://www.wikidata.org/entity/Q105217991	QBTBRUNHKDMUKA-WYSXDBPOSA-N	InChI=1S/C23H42O9/c1-13(7-6-9-23(4,5)28)8-10-29-22-20(27)19(26)18(25)17(32-22)12-30-21-15(3)14(2)16(11-24)31-21/h8,14-22,24-28H,6-7,9-12H2,1-5H3/b13-8+/t14-,15-,16+,17-,18-,19+,20-,21-,22-/m1/s1	C/C(=C\CO[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](C)[C@H]2C)[C@@H](O)[C@H](O)[C@H]1O)CCCC(C)(C)O	C23H42O9		462.282882924	(2R,3R,4S,5S,6R)-2-[(E)-7-hydroxy-3,7-dimethyloct-2-enoxy]-6-[[(2R,3R,4R,5R)-5-(hydroxymethyl)-3,4-dimethyloxolan-2-yl]oxymethyl]oxane-3,4,5-triol	QBTBRUNHKDMUKA	Terpenoids	Sesquiterpenoids		http://www.wikidata.org/entity/Q15248761	Rodgersia sambucifolia	44468.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Saxifragales']	['Saxifragaceae']	['Unknown']	['Rodgersia']	['Rodgersia sambucifolia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	5.839573323726654	1	554.0	Terpenoids	0.3333333333333333	Sesquiterpenoids	0.3333333333333333			6769
																	2074.0	1.0	0.21363524	ISDB	http://www.wikidata.org/entity/Q105247969	RYRBXTWVSOVEQI-XKDJXWPVSA-N	InChI=1S/C55H88O24/c1-22(2)24-11-16-55(50(70)79-48-41(66)36(61)34(59)28(75-48)21-72-46-43(68)38(63)44(26(19-56)73-46)77-49-42(67)37(62)39(64)45(69)78-49)18-17-53(7)25(32(24)55)9-10-30-52(6)14-13-31(51(4,5)29(52)12-15-54(30,53)8)76-47-40(65)35(60)33(58)27(74-47)20-71-23(3)57/h24-49,56,58-69H,1,9-21H2,2-8H3/t24-,25+,26+,27+,28+,29-,30+,31-,32+,33+,34+,35-,36-,37+,38+,39+,40+,41+,42+,43+,44+,45+,46+,47-,48-,49+,52-,53+,54+,55-/m0/s1	C=C(C)[C@@H]1CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O[C@@H]5O[C@@H](O)[C@H](O)[C@@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	C55H88O24		1132.5665536960005	[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-[(2R,3R,4R,5R,6R)-3,4,5,6-tetrahydroxyoxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl] (1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-[(2R,3R,4S,5S,6R)-6-(acetyloxymethyl)-3,4,5-trihydroxyoxan-2-yl]oxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylate	RYRBXTWVSOVEQI	Terpenoids	Triterpenoids	Lupane triterpenoids	http://www.wikidata.org/entity/Q134943	Schefflera actinophylla	1064021.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Araliaceae']	['Unknown']	['Schefflera']	['Schefflera actinophylla']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	5.854540944099426	1	72.0	Terpenoids	0.7052631578947368	Triterpenoids	0.5894736842105263	Oleanane triterpenoids	0.4842105263157895	6781
																	2075.0	1.0	0.26445705	ISDB									ZBPHOPAOHAJOMC							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.0578281879425049	1	-1.0							6782
																	2078.0	1.0	0.6599913	ISDB	http://www.wikidata.org/entity/Q27140321	HBZNVZIRJWODIB-NHCUFCNUSA-N	InChI=1S/C39H74NO8P/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-39(42)48-37(36-47-49(43,44)46-34-33-40)35-45-38(41)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,37H,3-10,12,14-16,19-36,40H2,1-2H3,(H,43,44)/b13-11-,18-17-/t37-/m1/s1	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN	C39H74NO8P		715.515204958	1-16:0-2-18:2-Phosphatidylethanolamine	HBZNVZIRJWODIB	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	http://www.wikidata.org/entity/Q30046	Vitis vinifera	756728.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Vitales']	['Vitaceae']	['Viteae']	['Vitis']	['Vitis vinifera']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.139965295791626	1	479.0	Fatty acids	0.25	Glycerophospholipids	0.25	Glycerophosphoethanolamines	0.25	6793
																	2079.0	2.0	0.6236931	ISDB	http://www.wikidata.org/entity/Q82924448	BHLLOBXLOWXZDQ-UHFFFAOYSA-N	InChI=1S/C22H27NO7/c1-23-8-7-12-9-16-21(30-11-29-16)22(28-4)17(12)18(23)19(25)13-5-6-15(26-2)20(27-3)14(13)10-24/h5-6,9,18-19,24-25H,7-8,10-11H2,1-4H3	COc1ccc(C(O)C2c3c(cc4c(c3OC)OCO4)CCN2C)c(CO)c1OC	C22H27NO7		417.178752204	Narcotinediol	BHLLOBXLOWXZDQ	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q149279	Papaver orientale	171970.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	['Unknown']	['Papaver']	['Papaver orientale']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	6.494772434234619	1	-1.0							6797
																	2080.0	1.0|1.0|1.0|1.0|1.0|1.0	0.0|0.0|0.0|0.0|0.0|0.0	MS1_match|MS1_match|MS1_match|MS1_match|MS1_match|MS1_match	http://www.wikidata.org/entity/Q104888174|http://www.wikidata.org/entity/Q104395102|http://www.wikidata.org/entity/Q105273634|http://www.wikidata.org/entity/Q105140247|http://www.wikidata.org/entity/Q105029634|http://www.wikidata.org/entity/Q105161595	HKQZUYOVMYOFIT-JEJCSOMWSA-N|VCOQRRVEIUTMFC-OVENPUKKSA-N|UIVVIYORXDFKKO-IGWUHLPXSA-N|KEXOMXFRKYKFSR-UNIHHUBBSA-N|HKGMHDMSESOCGT-YISBXEQFSA-N|MDCQBGQVDRLEGB-SZDRHTRBSA-N	InChI=1S/C22H35NO4/c1-4-23-10-20(2)6-5-16(24)22-12-7-11-14(27-3)9-21(26,17(12)18(11)25)13(19(22)23)8-15(20)22/h11-19,24-26H,4-10H2,1-3H3/t11-,12-,13+,14+,15-,16+,17-,18+,19-,20+,21+,22-/m1/s1|InChI=1S/C22H35NO4/c1-4-23-10-11-5-6-17(27-3)22-13(11)8-15(20(22)23)21(25)9-16(26-2)12-7-14(22)18(21)19(12)24/h11-20,24-25H,4-10H2,1-3H3/t11-,12+,13?,14?,15?,16-,17?,18?,19?,20+,21-,22?/m0/s1|InChI=1S/C22H35NO4/c1-3-23-10-19(2)6-5-16(25)22-14(19)9-13(17(22)23)20-7-4-12(8-15(20)22)21(27,11-24)18(20)26/h12-18,24-27H,3-11H2,1-2H3/t12-,13-,14+,15+,16-,17+,18-,19-,20-,21-,22-/m0/s1|InChI=1S/C22H35NO4/c1-3-23-10-19(2)14-9-13-17(23)21(14,7-5-16(19)25)15-8-12-4-6-20(13,15)18(26)22(12,27)11-24/h12-18,24-27H,3-11H2,1-2H3/t12-,13-,14+,15+,16+,17+,18-,19-,20-,21-,22-/m0/s1|InChI=1S/C22H35NO4/c1-4-23-10-20(2)6-5-16(27-3)22-12-7-11-14(24)9-21(26,17(12)18(11)25)13(19(22)23)8-15(20)22/h11-19,24-26H,4-10H2,1-3H3/t11-,12-,13+,14-,15-,16+,17-,18+,19-,20+,21+,22-/m1/s1|InChI=1S/C22H35NO4/c1-4-23-11-19(2)7-6-15(27-3)22-14(19)9-13(18(22)23)20(25)8-5-12-10-21(22,26)17(20)16(12)24/h12-18,24-26H,4-11H2,1-3H3/t12-,13-,14+,15-,16-,17+,18+,19-,20-,21-,22-/m0/s1	CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H](C[C@H]23)[C@@H]14|CCN1C[C@@H]2CCC(OC)C34C5C[C@H]6C(O)C5[C@](O)(C[C@@H]6OC)C(CC23)[C@@H]14|CCN1C[C@]2(C)CC[C@H](O)[C@@]34[C@@H]2C[C@@H]([C@@H]13)[C@@]12CC[C@@H](C[C@H]14)[C@@](O)(CO)[C@H]2O|CCN1C[C@]2(C)[C@H](O)CC[C@@]34[C@@H]5C[C@@H]6CC[C@]5([C@H](O)[C@]6(O)CO)[C@@H](C[C@H]23)[C@@H]14|CCN1C[C@]2(C)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@H]6O)[C@@H](C[C@H]23)[C@@H]14|CCN1C[C@]2(C)CC[C@H](OC)[C@@]34[C@@H]2C[C@@H]([C@@H]13)[C@@]1(O)CC[C@H]2C[C@]4(O)[C@@H]1[C@H]2O	C22H35NO4|C22H35NO4|C22H35NO4|C22H35NO4|C22H35NO4|C22H35NO4	pos_2MCH3CNNa|pos_2MCH3CNNa|pos_2MCH3CNNa|pos_2MCH3CNNa|pos_2MCH3CNNa|pos_2MCH3CNNa	377.2566085999999|377.2566086|377.2566086|377.2566086|377.2566086|377.2566086	(1S,2R,3R,4S,5S,6S,8S,9S,10R,13R,16S,17R)-11-ethyl-6-methoxy-13-methyl-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,8,16-triol|(5S,6S,8S,10R,13R)-11-ethyl-6,16-dimethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,8-diol|(1R,2S,5R,8R,9R,10R,11S,12R,13S,15R,16R)-7-ethyl-12-(hydroxymethyl)-5-methyl-7-azahexacyclo[7.6.2.210,13.01,8.05,16.010,15]nonadecane-2,11,12-triol|(1R,4R,5R,8R,9R,10R,11S,12R,13S,15S,16S)-7-ethyl-12-(hydroxymethyl)-5-methyl-7-azahexacyclo[7.6.2.210,13.01,8.05,16.010,15]nonadecane-4,11,12-triol|Genicunine A|Racemuloline B	HKQZUYOVMYOFIT|VCOQRRVEIUTMFC|UIVVIYORXDFKKO|KEXOMXFRKYKFSR|HKGMHDMSESOCGT|MDCQBGQVDRLEGB	Alkaloids|Alkaloids|Alkaloids|Alkaloids|Alkaloids|Alkaloids	Pseudoalkaloids|Pseudoalkaloids|Pseudoalkaloids|Pseudoalkaloids|Pseudoalkaloids|Pseudoalkaloids	Terpenoid alkaloids|Terpenoid alkaloids|Terpenoid alkaloids|Terpenoid alkaloids|Terpenoid alkaloids|Terpenoid alkaloids	http://www.wikidata.org/entity/Q15372992|http://www.wikidata.org/entity/Q159218|http://www.wikidata.org/entity/Q15371235|http://www.wikidata.org/entity/Q15359923|http://www.wikidata.org/entity/Q15250797|http://www.wikidata.org/entity/Q15246009	Delphinium pentagynum|Aconitum napellus|Delphinium crispulum|Aconitum cochleare|Aconitum geniculatum|Aconitum racemulosum	782529.0|586780.0|309502.0|7591220.0|97187.0|892121.0	['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']|['Ranunculales']|['Ranunculales']|['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']	['Delphinieae']|['Delphinieae']|['Delphinieae']|['Delphinieae']|['Delphinieae']|['Delphinieae']	['Delphinium']|['Aconitum']|['Delphinium']|['Aconitum']|['Aconitum']|['Aconitum']	['Delphinium pentagynum']|['Aconitum napellus']|['Delphinium crispulum']|['Aconitum cochleare']|['Aconitum geniculatum']|['Aconitum racemulosum']	nan|nan|nan|nan|nan|nan	['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']|['Magnoliopsida']	['Ranunculales']|['Ranunculales']|['Ranunculales']|['Ranunculales']|['Ranunculales']|['Ranunculales']	['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']|['Ranunculaceae']	nan|nan|nan|nan|nan|nan	nan|nan|nan|nan|nan|nan	nan|nan|nan|nan|nan|nan	6|6|6|6|6|6	3|3|3|3|3|3	7.5|7.5|7.5|7.5|7.5|7.5	1|1|1|1|1|1	456.0	Alkaloids	0.3333333333333333	Pseudoalkaloids	0.3333333333333333	Terpenoid alkaloids	0.3333333333333333	680
																	2081.0	1.0	0.2202239	ISDB									DMBWITJKQWBTJB							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.8808956146240234	1	97.0	Terpenoids	0.0416666666666666	Sesquiterpenoids	0.0416666666666666	Agarofuran sesquiterpenoids	0.0416666666666666	6800
																	2082.0	1.0	0.48381642	ISDB									RTDIKSCKKJORSI							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.9352656602859497	1	-1.0							6806
